fea0,fea1,fea2,fea3,fea4,fea5,fea6,fea7,fea8,fea9,fea10,fea11,fea12,fea13,fea14,fea15,fea16,fea17,fea18,fea19,label
0.238401024395415,0.4672454432836676,0.8270948478590625,0.3654073051380807,0.3687824940916823,0.1770091526770935,0.7238451471699975,0.9657647813601112,0.13902219129477011,0.5642498267093071,0.8482889362211915,0.1202887458249321,0.126401991885707,0.6827500316778402,0.7371919922260293,0.017624273342507938,0.19402364140866146,0.7738132403982799,0.9166918521497128,0.41230735579310507,1.0
0.015509340269372784,0.1291742215824262,0.1835406822668959,0.43714381467001695,0.27136111405766483,0.7400215799212776,0.5381770001732932,0.12515362608747915,0.4983532253811731,0.6628938137717766,0.08241032046346343,0.8097232340311414,0.8384746724940912,0.9274533230500708,0.17764333161731527,0.9151172432650568,0.6795844665097027,0.3650092344648346,0.4722153696339992,0.8481664540789686,1.0
0.8383311714671843,0.9169738292864162,0.05733148308728209,0.02295546346192256,0.5170339218872355,0.8242605376278176,0.8830340174286266,0.8695883416304888,0.03999173158146863,0.7336580570392529,0.29365358624516824,0.018216474413696226,0.6797817042470313,0.6618417393777498,0.4362014606917759,0.3830444193929924,0.06317297042809544,0.8600005296627599,0.3466772821380958,0.2763213519159373,0.0
0.01592969727805227,0.2958663173033914,0.18929382682641216,0.4735061814385432,0.15280652695480768,0.8741551574627026,0.7965175186627876,0.9178423789911551,0.6415227291091908,0.008052494891144901,0.054462599469232265,0.042378745539150005,0.6092720981621936,0.5498993582304367,0.4896306784116492,0.362159976796366,0.4458337096949265,0.2283694222393964,0.05194598532760075,0.943734522542118,1.0
0.4869876188624688,0.1950285817909796,0.9195453074641882,0.6996481805893172,0.8563763839718074,0.10459693556258533,0.6927084584721115,0.26055187313101835,0.5588209812563195,0.541994668531786,0.17336740873107193,0.9351258071476084,0.9256684240393236,0.8210573428906387,0.7726467771200014,0.2417563363886276,0.8466744637916955,0.9833505733040327,0.2834838258276138,0.5592887211757044,1.0
0.8003112015311419,0.9749482146097228,0.4964775487209798,0.2806013053301717,0.32677213199936284,0.9801739796008891,0.09172947232047812,0.3201556746013139,0.2763374529752809,0.31221183214821313,0.3123526830292181,0.3344531734283488,0.3683725833070221,0.8942875987580426,0.4916205389647744,0.5126694649141244,0.7657470408848674,0.1562013381018693,0.1990208113607339,0.5974259414013146,1.0
0.7273455310129302,0.9601735426627296,0.6869428735055493,0.2922591600226483,0.6309978978865941,0.8929522584260677,0.7354259646635121,0.6149476202296615,0.9485442180174178,0.18025224246105756,0.4580357027987178,0.7899865841538646,0.21533489432077724,0.27246646760075754,0.011601330795523168,0.4318704581007601,0.2973064873086222,0.4213881019783943,0.26338371235527924,0.1117336197477905,0.0
0.3764530329339386,0.47887192983922794,0.4029845737579806,0.24381972774964425,0.6769215489345235,0.3652636214489421,0.6111619514463237,0.18777119684466936,0.5449900759198627,0.8794499565493816,0.05481186963534035,0.1806571212884538,0.3043641918977734,0.138004033455833,0.42627476421155375,0.18930583600037665,0.5024358706545211,0.044121099795850216,0.8760733248812778,0.8412690528774027,0.0
0.9230433282989866,0.10722307703019596,0.2749379603035854,0.4619177715812282,0.6744113507921186,0.5244160590606348,0.5561908001400787,0.5836915421802846,0.2280952193449348,0.9829633127511757,0.3776757854039989,0.28514092414006503,0.3394326126547508,0.8938173195570359,0.7820663084022196,0.06848730005558856,0.07535452213266848,0.8506211060936852,0.565932178558836,0.4490684496159498,0.0
0.052942307630199366,0.9716270539982998,0.5055159600372237,0.6039941105395886,0.4924545360037157,0.001733171609547668,0.5268809602798656,0.7865031675642951,0.18195165606337926,0.7509469229477901,0.5621804120840574,0.4736309102665128,0.662975494760787,0.5739438243554301,0.7232838474065781,0.20158353598557768,0.2865042536048886,0.3542691052921094,0.9709417458328162,0.6570855724533465,0.0
